State,County,TotalVotes,Men,TotalPop,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingPop,total_votes_by_state,non_voters
North Carolina,Alamance County,86091,75078,157844,82766,12.3,65,18.9,0.3,1.5,0,113344,5525201,27253
North Carolina,Alexander County,20236,18797,37159,18362,4.6,87,5.9,0.2,1.2,0.1,28548,5525201,8312
North Carolina,Alleghany County,6076,5445,10935,5490,9.4,87.3,2.4,0.1,0.2,0,8492,5525201,2416
North Carolina,Anson County,11205,13361,25531,12170,3.8,44.9,48.6,0.3,1.2,0,19852,5525201,8647
North Carolina,Ashe County,15814,13213,26833,13620,5.2,92.5,0.8,0.4,0.4,0,21170,5525201,5356
North Carolina,Avery County,9458,9573,17535,7962,5.1,89,4.2,0.5,0.6,0,14331,5525201,4873
North Carolina,Beaufort County,26315,22596,47316,24720,7.6,65.8,25.6,0,0.1,0,36399,5525201,10084
North Carolina,Bertie County,9815,10057,19913,9856,2.1,34.3,61.6,0.6,0.6,0,16080,5525201,6265
North Carolina,Bladen County,17125,16241,34130,17889,7.5,54.2,34.4,2.3,0,0,25634,5525201,8509
North Carolina,Brunswick County,90175,59412,122586,63174,4.7,81.6,10.5,0.3,0.6,0.1,99492,5525201,9317
North Carolina,Buncombe County,161569,121002,252268,131266,6.4,83.7,6.1,0.4,1.2,0.1,195828,5525201,34259
North Carolina,Burke County,44602,43908,88898,44990,5.9,82.3,5.9,0.5,3.6,0.1,69273,5525201,24671
North Carolina,Cabarrus County,117227,95708,196716,101008,10,68,16.7,0.3,3,0.1,136198,5525201,18971
North Carolina,Caldwell County,42829,40361,81805,41444,5.1,87.9,4.9,0.4,0.6,0,63220,5525201,20391
North Carolina,Camden County,5953,5103,10336,5233,2.7,80.4,14.3,0.1,1.9,0,7743,5525201,1790
North Carolina,Carteret County,42695,33760,68699,34939,4.2,86.4,5.7,0.2,1.1,0,54854,5525201,12159
North Carolina,Caswell County,12051,11490,22833,11343,3.8,61.1,33,0.1,0.6,0.2,18175,5525201,6124
North Carolina,Catawba County,83425,76437,156182,79745,9.3,76.1,7.9,0.2,4.1,0,114417,5525201,30992
North Carolina,Chatham County,48599,33000,68364,35364,12.6,71.4,11.7,0.2,1.4,0.1,50535,5525201,1936
North Carolina,Cherokee County,16423,13483,27463,13980,3,91.5,1.4,1.2,0.7,0,22344,5525201,5921
North Carolina,Chowan County,7784,6878,14370,7492,3.6,59.7,33.8,0.8,0,0,11157,5525201,3373
North Carolina,Clay County,6893,5117,10753,5636,3.3,95,1.6,0.1,0,0,8607,5525201,1714
North Carolina,Cleveland County,51308,46733,97038,50305,3.3,73.4,20.7,0.2,1,0,74152,5525201,22844
North Carolina,Columbus County,26446,27882,56589,28707,5.1,59.5,30.4,3.4,0.4,0,43007,5525201,16561
North Carolina,Craven County,53065,52488,103374,50886,7.1,66,21,0.5,2.8,0,78048,5525201,24983
North Carolina,Cumberland County,147150,165787,332766,166979,11.2,44.6,35.5,1.2,2.4,0.2,241963,5525201,94813
North Carolina,Currituck County,16147,12522,25247,12725,3.6,87.5,5.3,0.4,0.4,0,19425,5525201,3278
North Carolina,Dare County,24232,17441,35412,17971,7.1,87.6,1.8,0.3,0.6,0,27356,5525201,3124
North Carolina,Davidson County,88514,80121,164118,83997,6.9,80.8,9.1,0.3,1.5,0,122515,5525201,34001
North Carolina,Davie County,25311,20394,41766,21372,6.5,84.9,6.1,0.1,0.7,0,31612,5525201,6301
North Carolina,Duplin County,22715,29020,59350,30330,21.7,51.8,24.5,0.3,0.4,0,38943,5525201,16228
North Carolina,Durham County,179914,143946,300865,156919,13.5,42.1,36.9,0.2,4.7,0,208438,5525201,28524
North Carolina,Edgecombe County,25477,25088,54032,28944,4.3,36.5,57.2,0.1,0.1,0.1,40569,5525201,15092
North Carolina,Forsyth County,201262,174966,368362,193396,12.6,57.3,25.7,0.2,2.2,0.1,262874,5525201,61612
North Carolina,Franklin County,37357,31817,63866,32049,8.1,63.5,25.4,0.4,0.5,0,47123,5525201,9766
North Carolina,Gaston County,115498,103191,214049,110858,6.6,73.6,15.5,0.4,1.5,0,158749,5525201,43251
North Carolina,Gates County,5971,5662,11601,5939,0.7,62.5,32.9,0.9,0.4,0,9077,5525201,3106
North Carolina,Graham County,4665,4212,8607,4395,1.1,87.4,0.2,10.6,0,0,6743,5525201,2078
North Carolina,Granville County,31598,29686,58503,28817,7.6,58.2,30.6,0.5,0.4,0,44883,5525201,13285
North Carolina,Greene County,8753,11380,21059,9679,14.9,46.9,35.4,0.4,0.1,0,15222,5525201,6469
North Carolina,Guilford County,284486,245216,517197,271981,7.7,51.4,33.3,0.4,4.8,0,371192,5525201,86706
North Carolina,Halifax County,25759,25152,52300,27148,2.7,38.7,52.6,3.5,0.8,0,40649,5525201,14890
North Carolina,Harnett County,58293,63747,128753,65006,12.3,62.1,20.6,0.8,1,0.1,89736,5525201,31443
North Carolina,Haywood County,36542,29008,59854,30846,3.7,93.1,1,0.4,0.5,0,48213,5525201,11671
North Carolina,Henderson County,68371,54226,112156,57930,9.9,83.5,3.1,0.2,1.1,0.1,85567,5525201,17196
North Carolina,Hertford County,10634,12026,24262,12236,3.7,33.6,57.4,1.1,0.7,0.1,18935,5525201,8301
North Carolina,Hoke County,22016,25993,52571,26578,12.8,40.5,32.5,7.9,1.4,0.1,35737,5525201,13721
North Carolina,Hyde County,2492,2918,5507,2589,8.4,59.8,30.7,0.1,0,0,4132,5525201,1640
North Carolina,Iredell County,102371,83570,169798,86228,7.4,76.4,12.3,0.2,2.3,0,122949,5525201,20578
North Carolina,Jackson County,21428,20395,41725,21330,5.5,81,2.1,7.9,1,0,33679,5525201,12251
North Carolina,Johnston County,111362,91408,186308,94900,13.3,68.7,15.1,0.5,0.7,0,127283,5525201,15921
North Carolina,Jones County,5525,4771,9776,5005,4.5,62.2,30.4,0.3,0.2,0,7623,5525201,2098
North Carolina,Lee County,29008,29055,59805,30750,19.3,58.2,18.9,0.7,1,0,40882,5525201,11874
North Carolina,Lenoir County,28409,27701,57934,30233,7.5,49.7,38.7,0.4,0.6,0,42881,5525201,14472
North Carolina,Lincoln County,50217,39867,80504,40637,7,85.3,4.9,0.2,0.5,0,60830,5525201,10613
North Carolina,McDowell County,23003,22706,45069,22363,6,87.7,3.8,0.4,0.7,0,34523,5525201,11520
North Carolina,Macon County,20743,16467,34160,17693,6.8,89.5,1.3,0.6,0.8,0,26672,5525201,5929
North Carolina,Madison County,13076,10564,21347,10783,2.5,93.9,1.8,0.3,0.6,0,17164,5525201,4088
North Carolina,Martin County,12540,10910,23227,12317,3.7,52.1,41.8,0.4,1.2,0,18055,5525201,5515
North Carolina,Mecklenburg County,567053,497122,1034290,537168,12.9,47.9,30.7,0.2,5.5,0,693738,5525201,126685
North Carolina,Mitchell County,9041,7433,15155,7722,5,92.7,0.3,0.6,0.2,0,12042,5525201,3001
North Carolina,Montgomery County,12849,13584,27445,13861,15.4,63.3,18.6,0.2,1.5,0,19521,5525201,6672
North Carolina,Moore County,58339,45332,94191,48859,6.4,77.2,12.5,0.9,1.2,0,71844,5525201,13505
North Carolina,Nash County,52271,45178,94125,48947,6.7,50.9,39.2,0.7,0.9,0,70526,5525201,18255
North Carolina,New Hanover County,131840,105213,219866,114653,5.4,76.9,14,0.3,1.3,0.1,171780,5525201,39940
North Carolina,Northampton County,10109,9944,20426,10482,2.1,38.6,56.9,0.5,0.3,0,16406,5525201,6297
North Carolina,Onslow County,72235,107245,192685,85440,12.2,66.8,13.7,0.4,2.1,0.2,142797,5525201,70562
North Carolina,Orange County,84997,67598,141812,74214,8.3,69.4,11.4,0.4,7.6,0,103638,5525201,18641
North Carolina,Pamlico County,7631,6561,12803,6242,3.6,74.3,18.2,0.5,0.2,0.7,10566,5525201,2935
North Carolina,Pasquotank County,19897,19203,39546,20343,4.9,54.9,36.2,0.1,1.7,0.3,30066,5525201,10169
North Carolina,Pender County,34169,28562,57630,29068,6.8,74.5,15.6,0.3,0.5,0.1,43128,5525201,8959
North Carolina,Perquimans County,7484,6485,13506,7021,2.5,72,23.4,0.2,0.3,0.1,10713,5525201,3229
North Carolina,Person County,21894,18973,39240,20267,4.1,66.5,26.9,0.8,0.2,0,30018,5525201,8124
North Carolina,Pitt County,87573,83309,176484,93175,6,55.1,34.3,0.2,1.7,0,132495,5525201,44922
North Carolina,Polk County,12358,9782,20434,10652,5.8,88,5.1,0.2,0.4,0,16565,5525201,4207
North Carolina,Randolph County,73316,70344,142827,72483,11.1,79.7,5.9,0.3,1.1,0,103145,5525201,29829
North Carolina,Richmond County,20763,22193,45447,23254,6.2,57.6,31.1,1.9,1,0,33815,5525201,13052
North Carolina,Robeson County,47188,64702,134187,69485,8.5,25.7,24,38.6,0.7,0,95309,5525201,48121
North Carolina,Rockingham County,47809,44133,91566,47433,6,72.6,18.5,0.5,0.5,0.1,70772,5525201,22963
North Carolina,Rowan County,73408,68811,138940,70129,8.3,72.7,16.1,0.2,0.9,0,103709,5525201,30301
North Carolina,Rutherford County,34429,32275,66523,34248,4.1,83.6,10,0.5,0.5,0,51761,5525201,17332
North Carolina,Sampson County,28618,31251,63664,32413,18.9,51.6,25,1.6,0.5,0,43065,5525201,14447
North Carolina,Scotland County,14775,17546,35445,17899,2.8,43.9,38.6,11.1,0.7,0,26702,5525201,11927
North Carolina,Stanly County,33939,30309,60875,30566,4,81.2,11.1,0.3,1.9,0,46489,5525201,12550
North Carolina,Stokes County,25702,22555,46124,23569,2.8,91.3,4,0.3,0.4,0,36370,5525201,10668
North Carolina,Surry County,36638,35166,72315,37149,10.2,84.4,3.7,0.3,0.6,0,54149,5525201,17511
North Carolina,Swain County,7068,6865,14208,7343,4.9,62.7,0.5,27.6,0.4,0,10844,5525201,3776
North Carolina,Transylvania County,20404,16018,33291,17273,3.2,89.4,4,0.4,0.6,0,27159,5525201,6755
North Carolina,Tyrrell County,1817,2367,4090,1723,7.6,53.2,35.5,0.8,0.4,0,3351,5525201,1534
North Carolina,Union County,131011,109435,222095,112660,10.9,73,11.4,0.3,2.4,0,149717,5525201,18706
North Carolina,Vance County,20999,20915,44420,23505,7.3,40.6,49.8,0.3,0.5,0,32486,5525201,11487
North Carolina,Wake County,631830,497677,1023811,526134,10,60.6,20,0.3,6.4,0,699342,5525201,67512
North Carolina,Warren County,10293,10116,20190,10074,3.8,38.3,50.1,5,0.4,0,16133,5525201,5840
North Carolina,Washington County,6205,5846,12331,6485,5,44.9,48.2,0.1,0.2,0,9521,5525201,3316
North Carolina,Watauga County,32220,26657,53421,26764,3.4,91.9,1.5,0.3,0.8,0.1,45706,5525201,13486
North Carolina,Wayne County,55537,61075,124496,63421,11.3,54.1,30.1,0.3,1.2,0,88317,5525201,32780
North Carolina,Wilkes County,35464,33737,68525,34788,6.1,87.9,4.1,0.3,0.5,0.1,52005,5525201,16541
North Carolina,Wilson County,40735,38532,81379,42847,10.1,47.3,39.5,0.4,0.8,0,58699,5525201,17964
North Carolina,Yadkin County,19923,18574,37825,19251,10.9,84.5,3.4,0.1,0.1,0.1,28352,5525201,8429
North Carolina,Yancey County,11352,8689,17605,8916,4.9,92.8,0.8,0.4,0.2,0.1,13911,5525201,2559
North Dakota,Adams County,1269,1168,2368,1200,0.5,93,1.6,1.1,2.6,0,1862,361956,593
North Dakota,Barnes County,5565,5397,10971,5574,1.9,92.9,0.9,2,0.5,0,8690,361956,3125
North Dakota,Benson County,1961,3520,6875,3355,0.9,41.3,0,55.7,0.1,0,4506,361956,2545
North Dakota,Billings County,635,566,983,417,4.1,94.4,0.9,0.6,0,0,764,361956,129
North Dakota,Bottineau County,3471,3478,6651,3173,2.2,92,0.8,2.4,0.3,0,5218,361956,1747
North Dakota,Bowman County,1657,1544,3226,1682,5.1,92.6,0.1,1.2,0,0,2437,361956,780
North Dakota,Burke County,1155,1198,2253,1055,1.6,93.4,0.4,2.8,0,0,1631,361956,476
North Dakota,Burleigh County,50753,46218,92372,46154,2.2,89.9,1.7,3.7,0.7,0,70032,361956,19279
North Dakota,Cass County,86053,86284,170620,84336,2.5,87.1,4.3,1,2.9,0,126851,361956,40798
North Dakota,Cavalier County,2020,1944,3817,1873,1,95.7,0.3,1.1,0,0,3014,361956,994
North Dakota,Dickey County,2424,2513,5041,2528,3.4,93.6,1.4,1.1,0.4,0,3857,361956,1433
North Dakota,Divide County,1202,1217,2378,1161,1.1,93.3,1,1.1,1.5,0,1911,361956,709
North Dakota,Dunn County,2338,2306,4349,2043,2.7,83.9,1,9.2,1.4,0.2,3303,361956,965
North Dakota,Eddy County,1261,1146,2321,1175,1.8,89.2,0,5.6,0,0.1,1767,361956,506
North Dakota,Emmons County,2009,1693,3389,1696,0.3,96.7,0,0.1,0.9,0,2696,361956,687
North Dakota,Foster County,1778,1645,3318,1673,1.3,95.9,0.2,0.8,0.2,0,2592,361956,814
North Dakota,Golden Valley County,1026,930,1892,962,1.7,93.9,0,0.7,0,0,1416,361956,390
North Dakota,Grand Forks County,30970,36438,70130,33692,4,85,3.4,2.5,2.6,0.1,53825,361956,22855
North Dakota,Grant County,1381,1188,2387,1199,0.8,96.9,0.1,1.4,0.1,0,1905,361956,524
North Dakota,Griggs County,1250,1153,2276,1123,0.3,96.2,1.4,0.9,0,0,1824,361956,574
North Dakota,Hettinger County,1312,1242,2601,1359,3.7,91.2,0.7,2.6,0,0.2,2029,361956,717
North Dakota,Kidder County,1460,1316,2457,1141,4.9,93.8,0.5,0.2,0.2,0,1921,361956,461
North Dakota,LaMoure County,2219,2129,4106,1977,1,97.1,0.1,0.7,0,0,3175,361956,956
North Dakota,Logan County,1076,993,1932,939,1.6,96.3,0.1,0.3,0.3,0,1554,361956,478
North Dakota,McHenry County,3003,3091,5951,2860,2.3,95.1,0.2,1.6,0.1,0,4507,361956,1504
North Dakota,McIntosh County,1455,1310,2680,1370,2.2,95.1,0,0.3,1,0,2174,361956,719
North Dakota,McKenzie County,5419,6243,11679,5436,7,78,0.6,12.1,0.6,0,8278,361956,2859
North Dakota,McLean County,5536,4974,9607,4633,2.3,89.6,0.6,6.5,0,0,7564,361956,2028
North Dakota,Mercer County,4812,4451,8637,4186,2.7,93.1,0.9,2.7,0.4,0,6674,361956,1862
North Dakota,Morton County,16619,15395,30059,14664,2.7,90.9,0.6,4,0.1,0,23228,361956,6609
North Dakota,Mountrail County,4165,5519,9986,4467,7,62.9,1.1,25.9,0.4,0,7250,361956,3085
North Dakota,Nelson County,1777,1530,2971,1441,2.5,96.7,0,0.3,0,0,2378,361956,601
North Dakota,Oliver County,1066,950,1822,872,3.7,91.5,0.4,2.7,0.4,0,1426,361956,360
North Dakota,Pembina County,3331,3667,7050,3383,3.3,91.6,0.2,2.3,0.5,0,5461,361956,2130
North Dakota,Pierce County,2128,2155,4272,2117,1,94.1,0.8,3.6,0,0,3388,361956,1260
North Dakota,Ramsey County,5372,5897,11574,5677,2.5,84.6,0,9.3,0.6,0,8763,361956,3391
North Dakota,Ransom County,2454,2772,5411,2639,1.6,95,0.7,0.2,0.6,0,4100,361956,1646
North Dakota,Renville County,1319,1241,2543,1302,5.4,92.1,0.5,0.5,0.5,0,1908,361956,589
North Dakota,Richland County,7812,8434,16333,7899,2.7,91.9,0.5,2.6,0.4,0,12742,361956,4930
North Dakota,Rolette County,3804,7250,14657,7407,0.5,18.8,0.5,78.1,0.3,0,9704,361956,5900
North Dakota,Sargent County,2070,2008,3883,1875,3,93.2,1,0.9,0.4,0,3047,361956,977
North Dakota,Sheridan County,812,686,1403,717,0.9,97.5,0,0.4,0,0,1175,361956,363
North Dakota,Sioux County,1186,2212,4420,2208,3.9,12.5,0,81.6,0,0,2748,361956,1562
North Dakota,Slope County,427,350,674,324,0.6,92.4,5.9,0,0,0,528,361956,101
North Dakota,Stark County,15050,15719,30316,14597,5.1,88.6,1.7,1,1.2,0,22095,361956,7045
North Dakota,Steele County,1088,1003,1915,912,2.6,97.4,0,0,0,0,1520,361956,432
North Dakota,Stutsman County,9959,10781,21058,10277,2.3,92.9,1.1,1.5,0.6,0.1,16486,361956,6527
North Dakota,Towner County,1174,1143,2258,1115,1.6,90.4,0,3.6,0.1,0,1677,361956,503
North Dakota,Traill County,4136,4091,8050,3959,3.4,92.7,1,1,0.2,0.2,6165,361956,2029
North Dakota,Walsh County,4783,5606,10920,5314,11.1,84.9,0.3,1.6,1,0,8177,361956,3394
North Dakota,Ward County,28246,36366,69628,33262,5.6,84.1,3.6,2.3,1.4,0.1,51715,361956,23469
North Dakota,Wells County,2374,2036,4089,2053,1.2,97.7,0,0.4,0,0,3285,361956,911
North Dakota,Williams County,14334,18015,32916,14901,6.1,82.6,3.4,2.8,0.7,0,23587,361956,9253
Ohio,Adams County,12145,13960,27926,13966,1,96.6,0.4,0.6,0.2,0,21041,5922202,8896
Ohio,Allen County,48006,52614,104157,51543,2.9,81.2,11.7,0.2,0.7,0,79167,5922202,31161
Ohio,Ashland County,26405,26005,53299,27294,1.3,96,0.8,0,0.6,0,40471,5922202,14066
Ohio,Ashtabula County,44147,49509,98622,49113,4,89.9,3.4,0.2,0.5,0,75838,5922202,31691
Ohio,Athens County,26059,32641,65563,32922,1.8,89.7,2.5,0.2,2.8,0.1,53650,5922202,27591
Ohio,Auglaize County,25777,22866,45778,22912,1.6,96,0.4,0.2,0.5,0.1,34450,5922202,8673
Ohio,Belmont County,33088,35167,68889,33722,0.9,93,4.1,0.2,0.4,0,55407,5922202,22319
Ohio,Brown County,21096,21693,43799,22106,0.9,96.6,0.8,0.1,0.3,0,33491,5922202,12395
Ohio,Butler County,186737,184149,375702,191553,4.5,82.2,7.8,0.1,2.9,0.1,275267,5922202,88530
Ohio,Carroll County,14212,13824,27825,14001,1.3,96.4,0.9,0.1,0.4,0.1,21887,5922202,7675
Ohio,Champaign County,19972,19453,39005,19552,1.5,93.5,1.6,0.1,0.5,0.1,29895,5922202,9923
Ohio,Clark County,64212,65575,135520,69945,3.2,84.4,8.1,0.1,0.6,0.1,103362,5922202,39150
Ohio,Clermont County,110480,99940,202166,102226,1.8,93.9,1.4,0.2,1.1,0,152135,5922202,41655
Ohio,Clinton County,20527,20707,41869,21162,1.6,93.4,2.1,0.1,0.4,0,31695,5922202,11168
Ohio,Columbiana County,49860,52586,104584,51998,1.6,94.2,2.2,0.1,0.2,0,82384,5922202,32524
Ohio,Coshocton County,16739,18192,36602,18410,1,96.1,1.1,0.2,0.3,0,27920,5922202,11181
Ohio,Crawford County,20686,20626,42231,21605,1.5,95.7,0.9,0.1,0.4,0,32760,5922202,12074
Ohio,Cuyahoga County,625670,599033,1257401,658368,5.6,59.7,29.3,0.1,2.8,0,957130,5922202,331460
Ohio,Darke County,27134,25569,51919,26350,1.5,96.4,0.8,0.2,0.3,0,39124,5922202,11990
Ohio,Defiance County,19381,18969,38311,19342,9.6,86.9,1.7,0.4,0.3,0,29114,5922202,9733
Ohio,Delaware County,126070,95515,193024,97509,2.4,86.4,3.4,0.1,5.5,0,135285,5922202,9215
Ohio,Erie County,40335,36972,75369,38397,4.2,83.6,8.1,0.2,0.6,0,59085,5922202,18750
Ohio,Fairfield County,83311,75440,151526,76086,2,87.1,7.1,0.1,1.6,0,112986,5922202,29675
Ohio,Fayette County,12612,14027,28659,14632,2,92.9,2,0,0.8,0.1,21586,5922202,8974
Ohio,Franklin County,630577,611086,1253507,642421,5.2,64.5,21.7,0.1,4.8,0,894661,5922202,264084
Ohio,Fulton County,22770,20912,42296,21384,8.4,89.4,0.3,0.2,0.4,0.1,31635,5922202,8865
Ohio,Gallia County,13799,14814,30203,15389,1.3,93.6,2.8,0.5,0.7,0.1,23114,5922202,9315
Ohio,Geauga County,56021,46220,93895,47675,1.4,95.8,1.2,0.1,0.6,0,70960,5922202,14939
Ohio,Greene County,88643,81014,164825,83811,2.7,84.2,6.8,0.1,3,0,126746,5922202,38103
Ohio,Guernsey County,18230,19544,39414,19870,1.1,94.8,1.2,0.2,0.3,0,30380,5922202,12150
Ohio,Hamilton County,430929,389496,808703,419207,3,65.9,25.6,0.1,2.4,0.1,600197,5922202,169268
Ohio,Hancock County,38771,37209,75508,38299,5.2,89.6,1.4,0,1.8,0,56858,5922202,18087
Ohio,Hardin County,13247,15620,31576,15956,1.6,95.3,0.7,0,0.8,0,23874,5922202,10627
Ohio,Harrison County,7655,7606,15397,7791,0.9,95.2,2,0.1,0.5,0,12102,5922202,4447
Ohio,Henry County,14764,13558,27463,13905,7.5,90.2,0.5,0.1,0.4,0,20756,5922202,5992
Ohio,Highland County,19676,21262,43031,21769,0.9,95.5,1.2,0.2,0.4,0,32478,5922202,12802
Ohio,Hocking County,13824,14122,28547,14425,0.6,96.6,1,0,0.2,0,21944,5922202,8120
Ohio,Holmes County,12947,21874,43808,21934,0.9,97.9,0.2,0,0.2,0,29414,5922202,16467
Ohio,Huron County,27190,28837,58497,29660,6.2,90.6,1.3,0,0.2,0,43271,5922202,16081
Ohio,Jackson County,14794,15953,32624,16671,1,96.2,0.8,0,0.1,0.1,24679,5922202,9885
Ohio,Jefferson County,33362,32579,67349,34770,1.3,90.5,5.5,0.1,0.3,0,53978,5922202,20616
Ohio,Knox County,31398,29830,60945,31115,1.4,95.5,0.9,0.1,0.4,0,46550,5922202,15152
Ohio,Lake County,130509,112214,229701,117487,4,89.1,3.8,0.1,1.2,0,177462,5922202,46953
Ohio,Lawrence County,28127,29977,61057,31080,0.9,94.9,1.9,0,0.5,0,47242,5922202,19115
Ohio,Licking County,94210,83575,170678,87103,1.7,91.2,3.5,0.1,1,0,129195,5922202,34985
Ohio,Logan County,23368,22419,45323,22904,1.5,93.7,1.6,0.2,0.7,0,34284,5922202,10916
Ohio,Lorain County,157437,150419,305405,154986,9.5,78.9,7.8,0.2,1,0,233036,5922202,75599
Ohio,Lucas County,200623,210162,433404,223242,6.8,69.4,18.7,0.2,1.7,0,325814,5922202,125191
Ohio,Madison County,19855,23892,43732,19840,1.9,88.9,5.8,0.3,1.1,0,34278,5922202,14423
Ohio,Mahoning County,118966,112946,231857,118911,5.6,76.5,14.7,0.2,0.8,0,182324,5922202,63358
Ohio,Marion County,27818,34853,65483,30630,2.5,88.7,5.2,0.1,0.5,0,51184,5922202,23366
Ohio,Medina County,105825,87232,176362,89130,1.9,94.1,1.5,0.1,1.2,0,134242,5922202,28417
Ohio,Meigs County,10951,11517,23234,11717,0.6,96.8,1.2,0.1,0,0,18146,5922202,7195
Ohio,Mercer County,23761,20484,40723,20239,1.8,95.8,0.7,0,0.4,0.4,30047,5922202,6286
Ohio,Miami County,57972,51484,104081,52597,1.6,92.8,2.1,0.1,1.3,0,79277,5922202,21305
Ohio,Monroe County,7148,7140,14239,7099,0.5,98.9,0.1,0,0.1,0,11225,5922202,4077
Ohio,Montgomery County,268505,256138,531987,275849,2.7,71.4,20.5,0.2,2,0,402538,5922202,134033
Ohio,Morgan County,6847,7395,14773,7378,0.9,92.4,3.4,0.1,0.2,0,11524,5922202,4677
Ohio,Morrow County,18457,17467,34935,17468,1.4,96.1,0.7,0.1,0,0,26337,5922202,7880
Ohio,Muskingum County,40465,41718,85933,44215,1,91.8,3.1,0.2,0.4,0,65556,5922202,25091
Ohio,Noble County,6343,8626,14498,5872,0.8,92.2,5.4,0,0.1,0,11789,5922202,5446
Ohio,Ottawa County,24007,20272,40769,20497,4.9,92.3,1.1,0.1,0.2,0,32803,5922202,8796
Ohio,Paulding County,9467,9493,18951,9458,4.6,92.5,0.8,0.2,0.3,0.1,14233,5922202,4766
Ohio,Perry County,16675,18012,35983,17971,0.8,96.9,0.3,0.2,0.2,0,27324,5922202,10649
Ohio,Pickaway County,28271,30052,57075,27023,1.3,92.9,3.2,0.2,0.4,0,44301,5922202,16030
Ohio,Pike County,12412,14102,28291,14189,1,95.4,1.2,0.4,0.1,0,21629,5922202,9217
Ohio,Portage County,82872,79258,162080,82822,1.7,90,4.1,0.1,1.9,0,126877,5922202,44005
Ohio,Preble County,21809,20452,41328,20876,0.8,96.7,0.5,0.2,0.4,0,31607,5922202,9798
Ohio,Putnam County,19921,16979,34037,17058,6,92.3,0.4,0,0.2,0,25246,5922202,5325
Ohio,Richland County,59975,61682,121533,59851,1.8,85.8,7.7,0.1,0.8,0,94439,5922202,34464
Ohio,Ross County,33299,40622,77125,36503,1.2,89.6,5.1,0,0.6,0,60054,5922202,26755
Ohio,Sandusky County,30074,29478,59559,30081,9.7,84.9,2.7,0.2,0.3,0,45357,5922202,15283
Ohio,Scioto County,32047,37968,76871,38903,1.3,93.5,2.8,0.4,0.4,0,59647,5922202,27600
Ohio,Seneca County,25810,27734,55549,27815,4.9,90.3,2.4,0.2,0.6,0,42572,5922202,16762
Ohio,Shelby County,25258,24685,48902,24217,1.5,93.2,2.8,0.3,0.9,0,35769,5922202,10511
Ohio,Stark County,189879,181773,374273,192500,1.9,86.8,7.1,0.1,0.8,0,289327,5922202,99448
Ohio,Summit County,280473,262534,541318,278784,2,77.8,14.4,0.2,3,0,412765,5922202,132292
Ohio,Trumbull County,101001,99211,203341,104130,1.7,87.4,8.2,0.2,0.5,0,160185,5922202,59184
Ohio,Tuscarawas County,44015,45562,92531,46969,2.4,95,0.8,0.3,0.4,0,70324,5922202,26309
Ohio,Union County,33445,26167,54688,28521,1.6,90.4,2.4,0.3,3.2,0.1,40072,5922202,6627
Ohio,Van Wert County,14965,13867,28262,14395,3,94.4,1.2,0,0.3,0,21518,5922202,6553
Ohio,Vinton County,6030,6608,13142,6534,0.5,96.8,0.5,0.1,0.1,0,10135,5922202,4105
Ohio,Warren County,136100,112736,223868,111132,2.6,87.1,3.3,0,5.2,0,160611,5922202,24511
Ohio,Washington County,32031,30077,60871,30794,1,95.3,1.2,0.4,0.6,0,48352,5922202,16321
Ohio,Wayne County,54283,57412,115915,58503,1.9,94,1.4,0.2,1,0,86384,5922202,32101
Ohio,Williams County,18651,18360,37061,18701,4.2,93.1,1.1,0.3,0.6,0,28371,5922202,9720
Ohio,Wood County,67597,63767,129504,65737,5.3,88.7,2.7,0.1,1.7,0,100744,5922202,33147
Ohio,Wyandot County,11390,10992,22190,11198,2.7,95.3,0.3,0,0.9,0,16760,5922202,5370
Oklahoma,Adair County,7108,10987,22136,11149,6.4,40.8,0.3,41.7,0.6,0.2,16050,1560699,8942
Oklahoma,Alfalfa County,2262,3502,5877,2375,5,76.2,2.4,1.9,0,0,4597,1560699,2335
Oklahoma,Atoka County,5389,7340,13899,6559,3.4,71.8,3.7,11.4,0.7,0.1,10660,1560699,5271
Oklahoma,Beaver County,2178,2701,5445,2744,22.1,76.4,0.1,0.6,0,0,3717,1560699,1539
Oklahoma,Beckham County,7948,12263,22971,10708,14.2,75.7,3.3,1.4,0.9,0.1,16740,1560699,8792
Oklahoma,Blaine County,3901,5070,9680,4610,9.8,74,3.9,6.9,0.1,0,7046,1560699,3145
Oklahoma,Bryan County,15976,21890,45068,23178,5.6,71.9,1.8,15.1,0.5,0.1,33888,1560699,17912
Oklahoma,Caddo County,9859,15383,29437,14054,12.1,57.4,2.2,22.4,0.4,0.1,20968,1560699,11109
Oklahoma,Canadian County,61940,66068,132922,66854,8.3,77.3,2.4,3.5,3.2,0,95227,1560699,33287
Oklahoma,Carter County,19479,23449,48407,24958,6.8,70.8,6.4,7.1,1.1,0,35218,1560699,15739
Oklahoma,Cherokee County,17714,23854,48404,24550,6.9,48.3,1.3,33.2,0.6,0.3,36244,1560699,18530
Oklahoma,Choctaw County,5832,7248,14979,7731,4,61.3,11.4,15.1,0.1,0.2,11251,1560699,5419
Oklahoma,Cimarron County,1054,1118,2221,1103,20.8,77.7,0.3,0.6,0.2,0,1549,1560699,495
Oklahoma,Cleveland County,119778,136970,274024,137054,8.2,72.8,4.6,3.5,4.3,0.1,205075,1560699,85297
